Date,Price,Open,High,Low,Vol.,Change %
04/22/2008,"8,550.00","8,550.00","8,550.00","8,550.00",,2.40%
04/23/2008,"8,862.00","8,862.00","8,862.00","8,862.00",,3.65%
04/24/2008,"9,182.00","9,182.00","9,182.00","9,182.00",,3.61%
04/25/2008,"9,329.00","9,329.00","9,329.00","9,329.00",,1.60%
04/28/2008,"9,344.00","9,344.00","9,344.00","9,344.00",,0.16%
04/29/2008,"9,273.00","9,273.00","9,273.00","9,273.00",,-0.76%
04/30/2008,"9,356.00","9,356.00","9,356.00","9,356.00",,0.90%
05/01/2008,"9,439.00","9,439.00","9,439.00","9,439.00",,0.89%
05/02/2008,"9,581.00","9,581.00","9,581.00","9,581.00",,1.50%
05/06/2008,"9,855.00","9,855.00","9,855.00","9,855.00",,2.86%
05/07/2008,"10,104.00","10,104.00","10,104.00","10,104.00",,2.53%
05/08/2008,"10,221.00","10,221.00","10,221.00","10,221.00",,1.16%
05/09/2008,"10,237.00","10,237.00","10,237.00","10,237.00",,0.16%
05/12/2008,"10,220.00","10,220.00","10,220.00","10,220.00",,-0.17%
05/13/2008,"10,354.00","10,354.00","10,354.00","10,354.00",,1.31%
05/14/2008,"10,649.00","10,649.00","10,649.00","10,649.00",,2.85%
05/15/2008,"11,067.00","11,067.00","11,067.00","11,067.00",,3.93%
05/16/2008,"11,459.00","11,459.00","11,459.00","11,459.00",,3.54%
05/19/2008,"11,709.00","11,709.00","11,709.00","11,709.00",,2.18%
05/20/2008,"11,793.00","11,793.00","11,793.00","11,793.00",,0.72%
05/21/2008,"11,771.00","11,771.00","11,771.00","11,771.00",,-0.19%
05/22/2008,"11,648.00","11,648.00","11,648.00","11,648.00",,-1.04%
05/23/2008,"11,465.00","11,465.00","11,465.00","11,465.00",,-1.57%
05/27/2008,"11,269.00","11,269.00","11,269.00","11,269.00",,-1.71%
05/28/2008,"11,245.00","11,245.00","11,245.00","11,245.00",,-0.21%
05/29/2008,"11,347.00","11,347.00","11,347.00","11,347.00",,0.91%
05/30/2008,"11,440.00","11,440.00","11,440.00","11,440.00",,0.82%
06/02/2008,"11,458.00","11,458.00","11,458.00","11,458.00",,0.16%
06/03/2008,"11,503.00","11,503.00","11,503.00","11,503.00",,0.39%
06/04/2008,"11,623.00","11,623.00","11,623.00","11,623.00",,1.04%
06/05/2008,"11,689.00","11,689.00","11,689.00","11,689.00",,0.57%
06/06/2008,"11,612.00","11,612.00","11,612.00","11,612.00",,-0.66%
06/09/2008,"11,534.00","11,534.00","11,534.00","11,534.00",,-0.67%
06/10/2008,"11,409.00","11,409.00","11,409.00","11,409.00",,-1.08%
06/11/2008,"11,105.00","11,105.00","11,105.00","11,105.00",,-2.66%
06/12/2008,"10,142.00","10,142.00","10,142.00","10,142.00",,-8.67%
06/13/2008,"9,646.00","9,646.00","9,646.00","9,646.00",,-4.89%
06/16/2008,"9,419.00","9,419.00","9,419.00","9,419.00",,-2.35%
06/17/2008,"9,413.00","9,413.00","9,413.00","9,413.00",,-0.06%
06/18/2008,"9,437.00","9,437.00","9,437.00","9,437.00",,0.25%
06/19/2008,"9,474.00","9,474.00","9,474.00","9,474.00",,0.39%
06/20/2008,"9,428.00","9,428.00","9,428.00","9,428.00",,-0.49%
06/23/2008,"9,211.00","9,211.00","9,211.00","9,211.00",,-2.30%
06/24/2008,"9,139.00","9,139.00","9,139.00","9,139.00",,-0.78%
06/25/2008,"9,244.00","9,244.00","9,244.00","9,244.00",,1.15%
06/26/2008,"9,473.00","9,473.00","9,473.00","9,473.00",,2.48%
06/27/2008,"9,599.00","9,599.00","9,599.00","9,599.00",,1.33%
06/30/2008,"9,589.00","9,589.00","9,589.00","9,589.00",,-0.10%
07/01/2008,"9,379.00","9,379.00","9,379.00","9,379.00",,-2.19%
07/02/2008,"9,139.00","9,139.00","9,139.00","9,139.00",,-2.56%
07/03/2008,"8,925.00","8,925.00","8,925.00","8,925.00",,-2.34%
07/04/2008,"8,854.00","8,854.00","8,854.00","8,854.00",,-0.80%
07/07/2008,"8,964.00","8,964.00","8,964.00","8,964.00",,1.24%
07/08/2008,"9,147.00","9,147.00","9,147.00","9,147.00",,2.04%
07/09/2008,"9,272.00","9,272.00","9,272.00","9,272.00",,1.37%
07/10/2008,"9,313.00","9,313.00","9,313.00","9,313.00",,0.44%
07/11/2008,"9,230.00","9,230.00","9,230.00","9,230.00",,-0.89%
07/14/2008,"9,181.00","9,181.00","9,181.00","9,181.00",,-0.53%
07/15/2008,"9,150.00","9,150.00","9,150.00","9,150.00",,-0.34%
07/16/2008,"9,092.00","9,092.00","9,092.00","9,092.00",,-0.63%
07/17/2008,"9,059.00","9,059.00","9,059.00","9,059.00",,-0.36%
07/18/2008,"9,012.00","9,012.00","9,012.00","9,012.00",,-0.52%
07/21/2008,"8,961.00","8,961.00","8,961.00","8,961.00",,-0.57%
07/22/2008,"8,904.00","8,904.00","8,904.00","8,904.00",,-0.64%
07/23/2008,"8,856.00","8,856.00","8,856.00","8,856.00",,-0.54%
07/24/2008,"8,771.00","8,771.00","8,771.00","8,771.00",,-0.96%
07/25/2008,"8,637.00","8,637.00","8,637.00","8,637.00",,-1.53%
07/28/2008,"8,513.00","8,513.00","8,513.00","8,513.00",,-1.44%
07/29/2008,"8,434.00","8,434.00","8,434.00","8,434.00",,-0.93%
07/30/2008,"8,388.00","8,388.00","8,388.00","8,388.00",,-0.55%
07/31/2008,"8,341.00","8,341.00","8,341.00","8,341.00",,-0.56%
08/01/2008,"8,280.00","8,280.00","8,280.00","8,280.00",,-0.73%
08/04/2008,"8,209.00","8,209.00","8,209.00","8,209.00",,-0.86%
08/05/2008,"8,100.00","8,100.00","8,100.00","8,100.00",,-1.33%
08/06/2008,"7,869.00","7,869.00","7,869.00","7,869.00",,-2.85%
08/07/2008,"7,521.00","7,521.00","7,521.00","7,521.00",,-4.42%
08/08/2008,"7,201.00","7,201.00","7,201.00","7,201.00",,-4.25%
08/11/2008,"7,055.00","7,055.00","7,055.00","7,055.00",,-2.03%
08/12/2008,"6,992.00","6,992.00","6,992.00","6,992.00",,-0.89%
08/13/2008,"7,097.00","7,097.00","7,097.00","7,097.00",,1.50%
08/14/2008,"7,420.00","7,420.00","7,420.00","7,420.00",,4.55%
08/15/2008,"7,557.00","7,557.00","7,557.00","7,557.00",,1.85%
08/18/2008,"7,622.00","7,622.00","7,622.00","7,622.00",,0.86%
08/19/2008,"7,543.00","7,543.00","7,543.00","7,543.00",,-1.04%
08/20/2008,"7,344.00","7,344.00","7,344.00","7,344.00",,-2.64%
08/21/2008,"7,190.00","7,190.00","7,190.00","7,190.00",,-2.10%
08/22/2008,"7,147.00","7,147.00","7,147.00","7,147.00",,-0.60%
08/26/2008,"7,115.00","7,115.00","7,115.00","7,115.00",,-0.45%
08/27/2008,"7,050.00","7,050.00","7,050.00","7,050.00",,-0.91%
08/28/2008,"6,929.00","6,929.00","6,929.00","6,929.00",,-1.72%
08/29/2008,"6,809.00","6,809.00","6,809.00","6,809.00",,-1.73%
09/01/2008,"6,691.00","6,691.00","6,691.00","6,691.00",,-1.73%
09/02/2008,"6,466.00","6,466.00","6,466.00","6,466.00",,-3.36%
09/03/2008,"6,146.00","6,146.00","6,146.00","6,146.00",,-4.95%
09/04/2008,"5,874.00","5,874.00","5,874.00","5,874.00",,-4.43%
09/05/2008,"5,663.00","5,663.00","5,663.00","5,663.00",,-3.59%
09/08/2008,"5,492.00","5,492.00","5,492.00","5,492.00",,-3.02%
09/09/2008,"5,255.00","5,255.00","5,255.00","5,255.00",,-4.32%
09/10/2008,"5,026.00","5,026.00","5,026.00","5,026.00",,-4.36%
09/11/2008,"4,893.00","4,893.00","4,893.00","4,893.00",,-2.65%
09/12/2008,"4,800.00","4,800.00","4,800.00","4,800.00",,-1.90%
09/15/2008,"4,747.00","4,747.00","4,747.00","4,747.00",,-1.10%
09/16/2008,"4,760.00","4,760.00","4,760.00","4,760.00",,0.27%
09/17/2008,"4,856.00","4,856.00","4,856.00","4,856.00",,2.02%
09/18/2008,"4,958.00","4,958.00","4,958.00","4,958.00",,2.10%
09/19/2008,"4,975.00","4,975.00","4,975.00","4,975.00",,0.34%
09/22/2008,"4,949.00","4,949.00","4,949.00","4,949.00",,-0.52%
09/23/2008,"4,782.00","4,782.00","4,782.00","4,782.00",,-3.37%
09/24/2008,"4,489.00","4,489.00","4,489.00","4,489.00",,-6.13%
09/25/2008,"4,163.00","4,163.00","4,163.00","4,163.00",,-7.26%
09/26/2008,"3,746.00","3,746.00","3,746.00","3,746.00",,-10.02%
09/29/2008,"3,504.00","3,504.00","3,504.00","3,504.00",,-6.46%
09/30/2008,"3,217.00","3,217.00","3,217.00","3,217.00",,-8.19%
10/01/2008,"3,025.00","3,025.00","3,025.00","3,025.00",,-5.97%
10/02/2008,"2,990.00","2,990.00","2,990.00","2,990.00",,-1.16%
10/03/2008,"3,002.00","3,002.00","3,002.00","3,002.00",,0.40%
10/06/2008,"2,992.00","2,992.00","2,992.00","2,992.00",,-0.33%
10/07/2008,"2,922.00","2,922.00","2,922.00","2,922.00",,-2.34%
10/08/2008,"2,764.00","2,764.00","2,764.00","2,764.00",,-5.41%
10/09/2008,"2,503.00","2,503.00","2,503.00","2,503.00",,-9.44%
10/10/2008,"2,221.00","2,221.00","2,221.00","2,221.00",,-11.27%
10/13/2008,"1,976.00","1,976.00","1,976.00","1,976.00",,-11.03%
10/14/2008,"1,809.00","1,809.00","1,809.00","1,809.00",,-8.45%
10/15/2008,"1,615.00","1,615.00","1,615.00","1,615.00",,-10.72%
10/16/2008,"1,506.00","1,506.00","1,506.00","1,506.00",,-6.75%
10/17/2008,"1,438.00","1,438.00","1,438.00","1,438.00",,-4.52%
10/20/2008,"1,355.00","1,355.00","1,355.00","1,355.00",,-5.77%
10/21/2008,"1,292.00","1,292.00","1,292.00","1,292.00",,-4.65%
10/22/2008,"1,221.00","1,221.00","1,221.00","1,221.00",,-5.50%
10/23/2008,"1,149.00","1,149.00","1,149.00","1,149.00",,-5.90%
10/24/2008,"1,102.00","1,102.00","1,102.00","1,102.00",,-4.09%
10/27/2008,"1,048.00","1,048.00","1,048.00","1,048.00",,-4.90%
10/28/2008,982.00,982.00,982.00,982.00,,-6.30%
10/29/2008,925.00,925.00,925.00,925.00,,-5.80%
10/30/2008,885.00,885.00,885.00,885.00,,-4.32%
10/31/2008,851.00,851.00,851.00,851.00,,-3.84%
11/03/2008,827.00,827.00,827.00,827.00,,-2.82%
11/04/2008,815.00,815.00,815.00,815.00,,-1.45%
11/05/2008,826.00,826.00,826.00,826.00,,1.35%
11/06/2008,839.00,839.00,839.00,839.00,,1.57%
11/07/2008,829.00,829.00,829.00,829.00,,-1.19%
11/10/2008,820.00,820.00,820.00,820.00,,-1.09%
11/11/2008,818.00,818.00,818.00,818.00,,-0.24%
11/12/2008,824.00,824.00,824.00,824.00,,0.73%
11/13/2008,838.00,838.00,838.00,838.00,,1.70%
11/14/2008,841.00,841.00,841.00,841.00,,0.36%
11/17/2008,856.00,856.00,856.00,856.00,,1.78%
11/18/2008,865.00,865.00,865.00,865.00,,1.05%
11/19/2008,859.00,859.00,859.00,859.00,,-0.69%
11/20/2008,847.00,847.00,847.00,847.00,,-1.40%
11/21/2008,836.00,836.00,836.00,836.00,,-1.30%
11/24/2008,824.00,824.00,824.00,824.00,,-1.44%
11/25/2008,804.00,804.00,804.00,804.00,,-2.43%
11/26/2008,763.00,763.00,763.00,763.00,,-5.10%
11/27/2008,733.00,733.00,733.00,733.00,,-3.93%
11/28/2008,715.00,715.00,715.00,715.00,,-2.46%
12/01/2008,700.00,700.00,700.00,700.00,,-2.10%
12/02/2008,684.00,684.00,684.00,684.00,,-2.29%
12/03/2008,672.00,672.00,672.00,672.00,,-1.75%
12/04/2008,666.00,666.00,666.00,666.00,,-0.89%
12/05/2008,663.00,663.00,663.00,663.00,,-0.45%
12/08/2008,671.00,671.00,671.00,671.00,,1.21%
12/09/2008,679.00,679.00,679.00,679.00,,1.19%
12/10/2008,691.00,691.00,691.00,691.00,,1.77%
12/11/2008,711.00,711.00,711.00,711.00,,2.89%
12/12/2008,764.00,764.00,764.00,764.00,,7.45%
12/15/2008,803.00,803.00,803.00,803.00,,5.10%
12/16/2008,828.00,828.00,828.00,828.00,,3.11%
12/17/2008,836.00,836.00,836.00,836.00,,0.97%
12/18/2008,829.00,829.00,829.00,829.00,,-0.84%
12/19/2008,818.00,818.00,818.00,818.00,,-1.33%
12/22/2008,801.00,801.00,801.00,801.00,,-2.08%
12/23/2008,784.00,784.00,784.00,784.00,,-2.12%
12/24/2008,774.00,774.00,774.00,774.00,,-1.28%
01/02/2009,773.00,773.00,773.00,773.00,,-0.13%
01/05/2009,772.00,772.00,772.00,772.00,,-0.13%
01/06/2009,775.00,775.00,775.00,775.00,,0.39%
01/07/2009,789.00,789.00,789.00,789.00,,1.81%
01/08/2009,821.00,821.00,821.00,821.00,,4.06%
01/09/2009,872.00,872.00,872.00,872.00,,6.21%
01/12/2009,889.00,889.00,889.00,889.00,,1.95%
01/13/2009,911.00,911.00,911.00,911.00,,2.47%
01/14/2009,920.00,920.00,920.00,920.00,,0.99%
01/15/2009,908.00,908.00,908.00,908.00,,-1.30%
01/16/2009,881.00,881.00,881.00,881.00,,-2.97%
01/19/2009,868.00,868.00,868.00,868.00,,-1.48%
01/20/2009,872.00,872.00,872.00,872.00,,0.46%
01/21/2009,900.00,900.00,900.00,900.00,,3.21%
01/22/2009,945.00,945.00,945.00,945.00,,5.00%
01/23/2009,980.00,980.00,980.00,980.00,,3.70%
01/26/2009,995.00,995.00,995.00,995.00,,1.53%
01/27/2009,"1,004.00","1,004.00","1,004.00","1,004.00",,0.90%
01/28/2009,"1,014.00","1,014.00","1,014.00","1,014.00",,1.00%
01/29/2009,"1,036.00","1,036.00","1,036.00","1,036.00",,2.17%
01/30/2009,"1,070.00","1,070.00","1,070.00","1,070.00",,3.28%
02/02/2009,"1,099.00","1,099.00","1,099.00","1,099.00",,2.71%
02/03/2009,"1,148.00","1,148.00","1,148.00","1,148.00",,4.46%
02/04/2009,"1,316.00","1,316.00","1,316.00","1,316.00",,14.63%
02/05/2009,"1,498.00","1,498.00","1,498.00","1,498.00",,13.83%
02/06/2009,"1,642.00","1,642.00","1,642.00","1,642.00",,9.61%
02/09/2009,"1,815.00","1,815.00","1,815.00","1,815.00",,10.54%
02/10/2009,"1,974.00","1,974.00","1,974.00","1,974.00",,8.76%
02/11/2009,"2,055.00","2,055.00","2,055.00","2,055.00",,4.10%
02/12/2009,"1,989.00","1,989.00","1,989.00","1,989.00",,-3.21%
02/13/2009,"1,908.00","1,908.00","1,908.00","1,908.00",,-4.07%
02/16/2009,"1,846.00","1,846.00","1,846.00","1,846.00",,-3.25%
02/17/2009,"1,895.00","1,895.00","1,895.00","1,895.00",,2.65%
02/18/2009,"1,986.00","1,986.00","1,986.00","1,986.00",,4.80%
02/19/2009,"2,057.00","2,057.00","2,057.00","2,057.00",,3.58%
02/20/2009,"2,099.00","2,099.00","2,099.00","2,099.00",,2.04%
02/23/2009,"2,084.00","2,084.00","2,084.00","2,084.00",,-0.71%
02/24/2009,"2,010.00","2,010.00","2,010.00","2,010.00",,-3.55%
02/25/2009,"1,960.00","1,960.00","1,960.00","1,960.00",,-2.49%
02/26/2009,"1,950.00","1,950.00","1,950.00","1,950.00",,-0.51%
02/27/2009,"1,986.00","1,986.00","1,986.00","1,986.00",,1.85%
03/02/2009,"2,014.00","2,014.00","2,014.00","2,014.00",,1.41%
03/03/2009,"2,034.00","2,034.00","2,034.00","2,034.00",,0.99%
03/04/2009,"2,084.00","2,084.00","2,084.00","2,084.00",,2.46%
03/05/2009,"2,167.00","2,167.00","2,167.00","2,167.00",,3.98%
03/06/2009,"2,225.00","2,225.00","2,225.00","2,225.00",,2.68%
03/09/2009,"2,262.00","2,262.00","2,262.00","2,262.00",,1.66%
03/10/2009,"2,298.00","2,298.00","2,298.00","2,298.00",,1.59%
03/11/2009,"2,271.00","2,271.00","2,271.00","2,271.00",,-1.17%
03/12/2009,"2,201.00","2,201.00","2,201.00","2,201.00",,-3.08%
03/13/2009,"2,122.00","2,122.00","2,122.00","2,122.00",,-3.59%
03/16/2009,"2,058.00","2,058.00","2,058.00","2,058.00",,-3.02%
03/17/2009,"1,974.00","1,974.00","1,974.00","1,974.00",,-4.08%
03/18/2009,"1,861.00","1,861.00","1,861.00","1,861.00",,-5.72%
03/19/2009,"1,795.00","1,795.00","1,795.00","1,795.00",,-3.55%
03/20/2009,"1,782.00","1,782.00","1,782.00","1,782.00",,-0.72%
03/23/2009,"1,773.00","1,773.00","1,773.00","1,773.00",,-0.51%
03/24/2009,"1,758.00","1,758.00","1,758.00","1,758.00",,-0.85%
03/25/2009,"1,740.00","1,740.00","1,740.00","1,740.00",,-1.02%
03/26/2009,"1,714.00","1,714.00","1,714.00","1,714.00",,-1.49%
03/27/2009,"1,678.00","1,678.00","1,678.00","1,678.00",,-2.10%
03/30/2009,"1,646.00","1,646.00","1,646.00","1,646.00",,-1.91%
03/31/2009,"1,615.00","1,615.00","1,615.00","1,615.00",,-1.88%
04/01/2009,"1,574.00","1,574.00","1,574.00","1,574.00",,-2.54%
04/02/2009,"1,538.00","1,538.00","1,538.00","1,538.00",,-2.29%
04/03/2009,"1,506.00","1,506.00","1,506.00","1,506.00",,-2.08%
04/06/2009,"1,486.00","1,486.00","1,486.00","1,486.00",,-1.33%
04/07/2009,"1,466.00","1,466.00","1,466.00","1,466.00",,-1.35%
04/08/2009,"1,463.00","1,463.00","1,463.00","1,463.00",,-0.20%
04/09/2009,"1,478.00","1,478.00","1,478.00","1,478.00",,1.03%
04/14/2009,"1,492.00","1,492.00","1,492.00","1,492.00",,0.95%
04/15/2009,"1,534.00","1,534.00","1,534.00","1,534.00",,2.82%
04/16/2009,"1,604.00","1,604.00","1,604.00","1,604.00",,4.56%
04/17/2009,"1,682.00","1,682.00","1,682.00","1,682.00",,4.86%
04/20/2009,"1,737.00","1,737.00","1,737.00","1,737.00",,3.27%
04/21/2009,"1,797.00","1,797.00","1,797.00","1,797.00",,3.45%
04/22/2009,"1,869.00","1,869.00","1,869.00","1,869.00",,4.01%
04/23/2009,"1,897.00","1,897.00","1,897.00","1,897.00",,1.50%
04/24/2009,"1,873.00","1,873.00","1,873.00","1,873.00",,-1.27%
04/27/2009,"1,839.00","1,839.00","1,839.00","1,839.00",,-1.82%
04/28/2009,"1,790.00","1,790.00","1,790.00","1,790.00",,-2.66%
04/29/2009,"1,772.00","1,772.00","1,772.00","1,772.00",,-1.01%
04/30/2009,"1,786.00","1,786.00","1,786.00","1,786.00",,0.79%
05/01/2009,"1,806.00","1,806.00","1,806.00","1,806.00",,1.12%
05/05/2009,"1,897.00","1,897.00","1,897.00","1,897.00",,5.04%
05/06/2009,"2,065.00","2,065.00","2,065.00","2,065.00",,8.86%
05/07/2009,"2,194.00","2,194.00","2,194.00","2,194.00",,6.25%
05/08/2009,"2,214.00","2,214.00","2,214.00","2,214.00",,0.91%
05/11/2009,"2,215.00","2,215.00","2,215.00","2,215.00",,0.05%
05/12/2009,"2,253.00","2,253.00","2,253.00","2,253.00",,1.72%
05/13/2009,"2,332.00","2,332.00","2,332.00","2,332.00",,3.51%
05/14/2009,"2,432.00","2,432.00","2,432.00","2,432.00",,4.29%
05/15/2009,"2,544.00","2,544.00","2,544.00","2,544.00",,4.61%
05/18/2009,"2,605.00","2,605.00","2,605.00","2,605.00",,2.40%
05/19/2009,"2,644.00","2,644.00","2,644.00","2,644.00",,1.50%
05/20/2009,"2,665.00","2,665.00","2,665.00","2,665.00",,0.79%
05/21/2009,"2,665.00","2,665.00","2,665.00","2,665.00",,0.00%
05/22/2009,"2,786.00","2,707.00","2,786.00","2,707.00",,4.54%
05/26/2009,"2,942.00","2,942.00","2,942.00","2,942.00",,5.60%
05/27/2009,"3,164.00","3,164.00","3,164.00","3,164.00",,7.55%
05/28/2009,"3,298.00","3,298.00","3,298.00","3,298.00",,4.24%
05/29/2009,"3,494.00","3,494.00","3,494.00","3,494.00",,5.94%
06/01/2009,"3,681.00","3,681.00","3,681.00","3,681.00",,5.35%
06/02/2009,"4,106.00","4,106.00","4,106.00","4,106.00",,11.55%
06/03/2009,"4,291.00","4,291.00","4,291.00","4,291.00",,4.51%
06/04/2009,"4,093.00","4,093.00","4,093.00","4,093.00",,-4.61%
06/05/2009,"3,809.00","3,809.00","3,809.00","3,809.00",,-6.94%
06/08/2009,"3,646.00","3,646.00","3,646.00","3,646.00",,-4.28%
06/09/2009,"3,518.00","3,518.00","3,518.00","3,518.00",,-3.51%
06/10/2009,"3,452.00","3,452.00","3,452.00","3,452.00",,-1.88%
06/11/2009,"3,483.00","3,483.00","3,483.00","3,483.00",,0.90%
06/12/2009,"3,583.00","3,583.00","3,583.00","3,583.00",,2.87%
06/15/2009,"3,763.00","3,763.00","3,763.00","3,763.00",,5.02%
06/16/2009,"3,951.00","3,951.00","3,951.00","3,951.00",,5.00%
06/17/2009,"4,026.00","4,026.00","4,026.00","4,026.00",,1.90%
06/18/2009,"4,073.00","4,073.00","4,073.00","4,073.00",,1.17%
06/19/2009,"4,070.00","4,070.00","4,070.00","4,070.00",,-0.07%
06/22/2009,"4,029.00","4,029.00","4,029.00","4,029.00",,-1.01%
06/23/2009,"3,874.00","3,874.00","3,874.00","3,874.00",,-3.85%
06/24/2009,"3,751.00","3,751.00","3,751.00","3,751.00",,-3.18%
06/25/2009,"3,703.00","3,703.00","3,703.00","3,703.00",,-1.28%
06/26/2009,"3,703.00","3,703.00","3,703.00","3,703.00",,0.00%
06/29/2009,"3,734.00","3,734.00","3,734.00","3,734.00",,0.84%
06/30/2009,"3,757.00","3,757.00","3,757.00","3,757.00",,0.62%
07/01/2009,"3,742.00","3,742.00","3,742.00","3,742.00",,-0.40%
07/02/2009,"3,672.00","3,672.00","3,672.00","3,672.00",,-1.87%
07/03/2009,"3,520.00","3,520.00","3,520.00","3,520.00",,-4.14%
07/06/2009,"3,375.00","3,375.00","3,375.00","3,375.00",,-4.12%
07/07/2009,"3,216.00","3,216.00","3,216.00","3,216.00",,-4.71%
07/08/2009,"3,107.00","3,107.00","3,107.00","3,107.00",,-3.39%
07/09/2009,"3,018.00","3,018.00","3,018.00","3,018.00",,-2.86%
07/10/2009,"2,985.00","2,985.00","2,985.00","2,985.00",,-1.09%
07/13/2009,"2,975.00","2,975.00","2,975.00","2,975.00",,-0.34%
07/14/2009,"3,097.00","3,097.00","3,097.00","3,097.00",,4.10%
07/15/2009,"3,324.00","3,324.00","3,324.00","3,324.00",,7.33%
07/16/2009,"3,501.00","3,501.00","3,501.00","3,501.00",,5.32%
07/17/2009,"3,542.00","3,542.00","3,542.00","3,542.00",,1.17%
07/20/2009,"3,511.00","3,511.00","3,511.00","3,511.00",,-0.88%
07/21/2009,"3,455.00","3,455.00","3,455.00","3,455.00",,-1.59%
07/22/2009,"3,407.00","3,407.00","3,407.00","3,407.00",,-1.39%
07/23/2009,"3,355.00","3,355.00","3,355.00","3,355.00",,-1.53%
07/24/2009,"3,345.00","3,345.00","3,345.00","3,345.00",,-0.30%
07/27/2009,"3,407.00","3,407.00","3,407.00","3,407.00",,1.85%
07/28/2009,"3,475.00","3,475.00","3,475.00","3,475.00",,2.00%
07/29/2009,"3,499.00","3,499.00","3,499.00","3,499.00",,0.69%
07/30/2009,"3,445.00","3,445.00","3,445.00","3,445.00",,-1.54%
07/31/2009,"3,350.00","3,350.00","3,350.00","3,350.00",,-2.76%
08/03/2009,"3,251.00","3,251.00","3,251.00","3,251.00",,-2.96%
08/04/2009,"3,159.00","3,159.00","3,159.00","3,159.00",,-2.83%
08/05/2009,"3,051.00","3,051.00","3,051.00","3,051.00",,-3.42%
08/06/2009,"2,907.00","2,907.00","2,907.00","2,907.00",,-4.72%
08/07/2009,"2,772.00","2,772.00","2,772.00","2,772.00",,-4.64%
08/10/2009,"2,689.00","2,689.00","2,689.00","2,689.00",,-2.99%
08/11/2009,"2,623.00","2,623.00","2,623.00","2,623.00",,-2.45%
08/12/2009,"2,612.00","2,612.00","2,612.00","2,612.00",,-0.42%
08/13/2009,"2,685.00","2,685.00","2,685.00","2,685.00",,2.79%
08/14/2009,"2,752.00","2,752.00","2,752.00","2,752.00",,2.50%
08/17/2009,"2,774.00","2,774.00","2,774.00","2,774.00",,0.80%
08/18/2009,"2,704.00","2,704.00","2,704.00","2,704.00",,-2.52%
08/19/2009,"2,614.00","2,614.00","2,614.00","2,614.00",,-3.33%
08/20/2009,"2,534.00","2,534.00","2,534.00","2,534.00",,-3.06%
08/21/2009,"2,468.00","2,468.00","2,468.00","2,468.00",,-2.60%
08/24/2009,"2,437.00","2,437.00","2,437.00","2,437.00",,-1.26%
08/25/2009,"2,388.00","2,388.00","2,388.00","2,388.00",,-2.01%
08/26/2009,"2,427.00","2,427.00","2,427.00","2,427.00",,1.63%
08/27/2009,"2,425.00","2,425.00","2,425.00","2,425.00",,-0.08%
08/28/2009,"2,421.00","2,421.00","2,421.00","2,421.00",,-0.16%
09/01/2009,"2,423.00","2,423.00","2,423.00","2,423.00",,0.08%
09/02/2009,"2,413.00","2,413.00","2,413.00","2,413.00",,-0.41%
09/03/2009,"2,414.00","2,414.00","2,414.00","2,414.00",,0.04%
09/04/2009,"2,415.00","2,415.00","2,415.00","2,415.00",,0.04%
09/07/2009,"2,429.00","2,429.00","2,429.00","2,429.00",,0.58%
09/08/2009,"2,462.00","2,462.00","2,462.00","2,462.00",,1.36%
09/09/2009,"2,491.00","2,491.00","2,491.00","2,491.00",,1.18%
09/10/2009,"2,492.00","2,492.00","2,492.00","2,492.00",,0.04%
09/11/2009,"2,468.00","2,468.00","2,468.00","2,468.00",,-0.96%
09/14/2009,"2,450.00","2,450.00","2,450.00","2,450.00",,-0.73%
09/15/2009,"2,431.00","2,431.00","2,431.00","2,431.00",,-0.78%
09/16/2009,"2,415.00","2,415.00","2,415.00","2,415.00",,-0.66%
09/17/2009,"2,390.00","2,390.00","2,390.00","2,390.00",,-1.04%
09/18/2009,"2,356.00","2,356.00","2,356.00","2,356.00",,-1.42%
09/21/2009,"2,318.00","2,318.00","2,318.00","2,318.00",,-1.61%
09/22/2009,"2,246.00","2,246.00","2,246.00","2,246.00",,-3.11%
09/23/2009,"2,175.00","2,175.00","2,175.00","2,175.00",,-3.16%
09/24/2009,"2,163.00","2,163.00","2,163.00","2,163.00",,-0.55%
09/25/2009,"2,183.00","2,183.00","2,183.00","2,183.00",,0.92%
09/28/2009,"2,192.00","2,192.00","2,192.00","2,192.00",,0.41%
09/29/2009,"2,185.00","2,185.00","2,185.00","2,185.00",,-0.32%
09/30/2009,"2,220.00","2,220.00","2,220.00","2,220.00",,1.60%
10/01/2009,"2,284.00","2,284.00","2,284.00","2,284.00",,2.88%
10/02/2009,"2,357.00","2,357.00","2,357.00","2,357.00",,3.20%
10/05/2009,"2,362.00","2,362.00","2,362.00","2,362.00",,0.21%
10/06/2009,"2,441.00","2,441.00","2,441.00","2,441.00",,3.34%
10/07/2009,"2,546.00","2,546.00","2,546.00","2,546.00",,4.30%
